CustomerAge,CustomerGender,CustomerSatisfaction,PurchaseIntent
53,Male,4,1
50,Male,2,0
22,Female,4,1
48,Female,2,1
67,Male,3,0
37,Male,4,1
36,Male,3,0
56,Female,3,1
65,Female,4,1
51,Female,4,1
30,Male,5,0
43,Male,3,0
20,Female,2,0
29,Male,2,0
69,Female,5,1
61,Female,4,1
34,Male,5,1
33,Female,3,1
66,Female,5,1
28,Male,4,0
37,Female,2,1
35,Female,5,1
44,Female,5,1
33,Male,4,1
21,Male,2,0
57,Male,2,0
44,Female,3,1
60,Female,2,1
52,Male,3,0
22,Female,3,0
49,Female,1,1
31,Female,3,1
66,Male,4,1
49,Female,5,1
39,Male,1,0
37,Female,4,1
29,Female,2,0
37,Female,1,1
63,Male,1,0
45,Male,1,0
34,Female,2,1
42,Female,1,1
65,Female,1,1
54,Female,4,1
43,Female,3,1
22,Male,4,0
38,Male,5,1
30,Male,3,0
53,Male,2,0
59,Male,2,0
19,Female,5,1
29,Male,1,0
58,Female,1,1
44,Female,3,1
32,Male,2,0
55,Male,4,1
28,Male,1,0
51,Female,5,1
35,Male,1,0
25,Female,2,0
22,Female,3,0
39,Female,4,1
23,Female,3,0
39,Female,4,1
38,Male,1,0
42,Female,1,1
24,Male,5,0
52,Female,5,1
67,Female,3,1
51,Male,2,0
56,Male,1,0
48,Female,4,1
37,Male,2,0
32,Female,4,1
67,Female,3,1
48,Male,1,0
58,Male,5,1
64,Female,3,1
45,Male,4,1
41,Male,4,1
55,Male,1,0
67,Male,3,0
18,Female,2,0
34,Female,2,1
63,Female,1,1
53,Male,2,0
58,Female,4,1
62,Male,1,0
62,Male,3,0
61,Male,5,1
30,Male,2,0
23,Male,1,0
61,Male,4,1
57,Female,5,1
24,Male,3,0
69,Female,5,1
43,Female,3,1
68,Male,1,0
27,Female,4,1
19,Female,2,0
22,Female,2,0
67,Female,4,1
48,Male,5,1
44,Female,5,1
22,Male,1,0
54,Female,2,1
60,Male,3,0
26,Male,4,0
27,Female,1,0
68,Male,3,0
39,Female,1,1
58,Female,3,1
48,Male,4,1
41,Male,2,0
50,Female,1,1
43,Male,1,0
66,Male,3,0
57,Female,1,1
57,Female,3,1
40,Male,4,1
41,Female,4,1
44,Male,3,0
35,Female,4,1
20,Female,5,1
29,Female,4,1
43,Female,2,1
41,Female,1,1
47,Female,2,1
62,Female,2,1
58,Male,1,0
30,Male,2,0
38,Female,1,1
58,Male,5,1
47,Male,2,0
34,Male,2,0
51,Female,1,1
54,Male,5,1
21,Male,4,0
59,Female,1,1
56,Male,5,1
59,Female,4,1
51,Female,4,1
42,Female,4,1
35,Male,1,0
60,Female,2,1
58,Male,5,1
43,Female,5,1
26,Male,3,0
62,Male,1,0
53,Female,1,1
22,Female,3,0
55,Female,3,1
40,Male,5,1
51,Female,1,1
55,Male,3,0
20,Male,3,0
45,Male,5,1
48,Female,2,1
32,Male,3,0
38,Male,2,0
37,Female,2,1
23,Female,4,1
56,Male,3,0
26,Female,2,0
33,Female,3,1
40,Female,1,1
65,Male,3,0
51,Male,2,0
27,Male,3,0
32,Female,2,1
53,Female,4,1
55,Female,1,1
58,Female,2,1
65,Female,1,1
62,Female,5,1
64,Male,2,0
55,Male,5,1
27,Male,1,0
53,Female,2,1
67,Female,5,1
43,Male,2,0
65,Male,2,0
37,Female,2,1
65,Female,4,1
54,Male,1,0
53,Female,4,1
66,Male,5,1
49,Male,3,0
64,Male,2,0
48,Female,2,1
18,Female,4,1
68,Female,5,1
32,Male,4,1
38,Male,2,0
51,Female,3,1
67,Female,2,1
52,Female,1,1
29,Female,3,0
29,Male,4,0
69,Male,1,0
47,Female,5,1
24,Female,5,1
19,Male,1,0
29,Male,4,0
58,Male,5,1
20,Male,2,0
28,Female,3,0
69,Male,3,0
47,Male,5,1
47,Male,3,0
55,Male,3,0
23,Female,5,1
37,Male,1,0
30,Female,1,0
45,Male,5,1
63,Female,5,1
50,Female,1,1
32,Male,2,0
44,Male,3,0
37,Male,3,0
22,Male,4,0
42,Male,5,1
28,Female,2,0
36,Female,2,1
28,Female,3,0
41,Female,5,1
54,Female,1,1
42,Female,3,1
57,Male,3,0
56,Male,4,1
34,Male,2,0
40,Female,5,1
30,Male,4,0
36,Female,1,1
44,Female,3,1
66,Male,3,0
51,Female,2,1
21,Female,3,0
23,Female,1,0
21,Female,1,0
44,Male,2,0
37,Male,1,0
23,Female,1,0
35,Female,1,1
20,Male,5,0
44,Male,5,1
58,Male,4,1
52,Male,4,1
56,Female,2,1
29,Male,3,0
68,Male,2,0
45,Female,1,1
62,Male,1,0
66,Male,3,0
65,Female,1,1
20,Male,3,0
29,Male,3,0
27,Female,4,1
23,Male,2,0
61,Male,3,0
45,Male,3,0
50,Female,3,1
42,Female,1,1
59,Female,4,1
29,Female,3,0
18,Female,1,0
19,Male,4,0
29,Male,5,0
66,Male,3,0
46,Female,2,1
21,Female,2,0
31,Male,1,0
52,Female,2,1
60,Female,1,1
59,Female,3,1
19,Male,1,0
30,Female,2,0
19,Male,2,0
43,Male,1,0
48,Male,3,0
22,Male,4,0
30,Male,1,0
47,Female,2,1
30,Female,1,0
49,Female,1,1
22,Female,2,0
42,Female,4,1
67,Male,4,1
38,Female,1,1
33,Male,4,1
51,Female,3,1
26,Male,5,0
68,Female,2,1
27,Male,1,0
47,Female,2,1
69,Male,3,0
24,Female,5,1
20,Male,2,0
61,Male,4,1
52,Male,5,1
39,Female,4,1
30,Female,5,1
55,Male,4,1
24,Male,3,0
57,Female,1,1
56,Male,5,1
31,Female,5,1
48,Female,1,1
26,Male,2,0
64,Female,1,1
59,Female,4,1
29,Male,4,0
50,Female,2,1
31,Female,1,1
67,Male,5,1
64,Female,3,1
61,Male,2,0
20,Male,2,0
19,Female,2,0
66,Male,1,0
40,Female,5,1
66,Female,5,1
34,Male,4,1
56,Male,1,0
52,Male,4,1
56,Female,1,1
52,Female,5,1
63,Female,4,1
51,Female,1,1
18,Female,4,1
46,Female,2,1
19,Female,4,1
57,Female,2,1
33,Male,2,0
20,Male,2,0
35,Female,1,1
45,Male,1,0
46,Female,3,1
21,Female,5,1
65,Male,5,1
57,Male,5,1
27,Female,1,0
29,Male,1,0
48,Female,5,1
32,Male,1,0
54,Female,4,1
26,Male,2,0
19,Male,5,0
60,Male,4,1
28,Female,2,0
28,Male,5,0
66,Female,3,1
69,Female,2,1
29,Female,3,0
62,Female,3,1
31,Male,4,1
50,Female,5,1
65,Male,4,1
40,Male,4,1
48,Male,4,1
47,Male,3,0
42,Female,4,1
66,Male,2,0
28,Female,4,1
45,Female,5,1
26,Male,3,0
30,Male,2,0
47,Female,2,1
36,Male,1,0
63,Female,2,1
24,Male,3,0
38,Female,1,1
30,Female,1,0
43,Female,3,1
63,Male,3,0
52,Female,5,1
26,Female,5,1
34,Female,1,1
53,Male,3,0
27,Male,1,0
25,Male,2,0
66,Male,4,1
22,Female,4,1
40,Male,2,0
53,Female,4,1
63,Female,4,1
56,Female,2,1
50,Male,5,1
48,Female,4,1
35,Female,5,1
47,Male,1,0
53,Male,4,1
49,Female,3,1
35,Female,1,1
47,Female,2,1
23,Female,3,0
50,Male,2,0
63,Male,3,0
26,Male,1,0
42,Male,1,0
40,Male,2,0
32,Female,3,1
40,Male,4,1
28,Female,1,0
59,Male,2,0
25,Male,4,0
50,Male,2,0
32,Male,2,0
63,Female,2,1
66,Female,1,1
55,Male,4,1
50,Female,3,1
29,Female,5,1
58,Female,3,1
52,Female,5,1
68,Male,1,0
59,Male,3,0
41,Male,5,1
28,Female,5,1
33,Female,1,1
53,Male,5,1
65,Male,2,0
44,Female,2,1
59,Male,3,0
40,Female,3,1
60,Male,4,1
40,Male,1,0
36,Male,1,0
36,Female,5,1
37,Female,1,1
53,Male,3,0
46,Female,4,1
29,Female,4,1
57,Female,4,1
18,Female,3,0
18,Male,5,0
21,Female,1,0
61,Female,5,1
33,Female,3,1
26,Male,1,0
68,Female,3,1
31,Male,1,0
35,Female,4,1
50,Male,5,1
21,Female,5,1
67,Male,2,0
49,Male,1,0
57,Male,5,1
51,Female,3,1
65,Male,1,0
34,Female,3,1
36,Female,5,1
35,Female,3,1
43,Female,3,1
18,Female,4,1
60,Female,4,1
25,Male,3,0
21,Male,5,0
40,Female,2,1
27,Female,4,1
48,Male,4,1
59,Female,3,1
19,Male,1,0
58,Female,3,1
58,Male,2,0
43,Female,3,1
22,Male,1,0
32,Female,4,1
63,Male,5,1
39,Male,2,0
64,Female,1,1
39,Female,4,1
53,Female,3,1
45,Female,4,1
40,Female,5,1
37,Male,1,0
26,Female,1,0
41,Male,1,0
25,Female,1,0
57,Female,2,1
60,Female,1,1
50,Male,2,0
18,Female,1,0
42,Female,5,1
21,Male,3,0
60,Female,4,1
23,Female,5,1
56,Female,4,1
66,Female,4,1
29,Female,3,0
48,Male,2,0
65,Female,2,1
56,Male,1,0
58,Female,4,1
43,Male,2,0
30,Male,5,0
55,Female,1,1
53,Female,3,1
49,Male,1,0
52,Female,5,1
60,Male,1,0
32,Female,4,1
61,Female,1,1
32,Female,2,1
53,Female,1,1
66,Male,1,0
29,Female,4,1
36,Female,5,1
31,Male,3,0
37,Male,5,1
44,Female,2,1
36,Female,3,1
41,Male,3,0
44,Female,2,1
31,Male,5,1
25,Male,3,0
67,Male,4,1
41,Female,4,1
62,Female,1,1
33,Male,2,0
58,Male,1,0
35,Female,4,1
67,Male,4,1
68,Male,2,0
67,Male,2,0
59,Male,1,0
61,Female,5,1
20,Female,3,0
33,Male,2,0
61,Female,1,1
35,Female,1,1
45,Female,2,1
69,Male,5,1
61,Female,3,1
33,Male,2,0
31,Male,1,0
69,Female,4,1
57,Male,2,0
23,Female,4,1
68,Female,3,1
51,Female,3,1
49,Male,2,0
19,Female,4,1
23,Female,3,0
45,Male,3,0
25,Female,1,0
26,Male,5,0
21,Female,1,0
60,Female,5,1
39,Female,5,1
43,Male,2,0
19,Male,1,0
20,Female,1,0
21,Male,4,0
21,Female,3,0
65,Male,4,1
24,Female,5,1
25,Female,4,1
63,Female,5,1
20,Male,4,0
29,Female,4,1
46,Male,3,0
49,Male,3,0
46,Male,2,0
66,Female,5,1
39,Male,1,0
36,Female,4,1
30,Female,4,1
37,Male,3,0
64,Female,1,1
46,Male,3,0
56,Female,4,1
25,Female,4,1
62,Male,2,0
65,Male,4,1
46,Male,2,0
33,Male,3,0
21,Female,2,0
31,Male,3,0
30,Male,1,0
25,Female,5,1
53,Female,4,1
44,Female,2,1
42,Male,5,1
63,Male,3,0
24,Male,3,0
44,Male,1,0
20,Male,2,0
67,Female,4,1
21,Female,2,0
32,Male,5,1
39,Male,4,1
37,Female,1,1
27,Male,1,0
48,Female,1,1
20,Female,5,1
43,Female,1,1
60,Male,4,1
20,Female,3,0
34,Female,4,1
38,Male,3,0
34,Female,1,1
18,Female,1,0
67,Male,1,0
56,Male,5,1
52,Male,5,1
40,Male,5,1
57,Male,4,1
56,Male,4,1
23,Male,5,0
60,Female,4,1
40,Male,1,0
21,Female,4,1
62,Female,3,1
58,Female,5,1
22,Male,1,0
19,Female,4,1
49,Male,4,1
57,Female,5,1
41,Female,5,1
59,Male,5,1
58,Male,4,1
42,Male,1,0
28,Male,1,0
67,Female,3,1
47,Female,2,1
47,Male,3,0
49,Male,5,1
39,Male,2,0
36,Female,4,1
38,Female,5,1
28,Male,3,0
21,Male,4,0
47,Female,1,1
53,Female,3,1
55,Male,3,0
65,Male,4,1
50,Male,2,0
50,Male,1,0
62,Female,2,1
40,Female,3,1
59,Male,4,1
56,Male,4,1
21,Male,2,0
67,Female,1,1
43,Female,4,1
66,Male,5,1
30,Female,2,0
30,Male,4,0
67,Male,5,1
19,Male,5,0
18,Male,1,0
67,Male,5,1
51,Female,2,1
50,Male,3,0
43,Female,5,1
63,Male,3,0
35,Female,3,1
54,Female,4,1
30,Male,1,0
32,Female,2,1
54,Female,3,1
42,Female,3,1
25,Female,2,0
54,Female,3,1
49,Female,5,1
49,Female,5,1
18,Male,1,0
65,Female,3,1
45,Female,2,1
21,Female,1,0
20,Male,1,0
64,Male,4,1
57,Female,2,1
41,Female,5,1
59,Male,1,0
65,Female,1,1
49,Female,3,1
33,Female,3,1
61,Female,4,1
49,Male,2,0
20,Male,3,0
58,Female,3,1
63,Male,2,0
45,Male,1,0
66,Female,5,1
37,Female,3,1
33,Female,1,1
21,Female,3,0
22,Male,1,0
68,Female,3,1
49,Male,4,1
56,Male,5,1
68,Female,2,1
30,Female,1,0
52,Female,1,1
50,Female,3,1
37,Female,1,1
25,Male,3,0
39,Female,5,1
50,Female,5,1
40,Female,1,1
57,Female,2,1
32,Male,4,1
30,Male,5,0
29,Male,2,0
33,Female,5,1
51,Female,2,1
53,Female,5,1
38,Male,5,1
61,Female,5,1
62,Male,2,0
41,Male,5,1
34,Female,1,1
38,Male,2,0
57,Female,3,1
38,Male,3,0
20,Female,4,1
28,Male,3,0
60,Male,1,0
55,Female,1,1
34,Female,4,1
35,Male,2,0
22,Female,4,1
55,Female,4,1
34,Male,3,0
65,Female,2,1
59,Male,2,0
52,Male,5,1
25,Female,1,0
20,Female,4,1
46,Female,5,1
69,Male,3,0
67,Female,3,1
57,Male,4,1
40,Female,3,1
19,Female,4,1
31,Male,5,1
45,Male,4,1
32,Male,1,0
26,Male,5,0
41,Male,3,0
27,Female,5,1
23,Female,1,0
41,Female,2,1
37,Male,1,0
51,Female,5,1
41,Male,5,1
50,Female,4,1
61,Female,1,1
69,Male,4,1
63,Female,5,1
41,Female,2,1
57,Male,5,1
23,Male,2,0
46,Male,2,0
33,Female,4,1
35,Female,2,1
55,Male,2,0
20,Female,2,0
63,Female,5,1
58,Male,1,0
52,Female,2,1
56,Female,4,1
30,Male,3,0
46,Male,2,0
64,Female,3,1
58,Female,3,1
53,Female,5,1
37,Female,5,1
55,Female,2,1
22,Male,2,0
42,Female,2,1
62,Female,1,1
59,Female,5,1
49,Male,3,0
46,Female,4,1
26,Female,1,0
65,Female,2,1
62,Female,1,1
21,Male,4,0
46,Female,2,1
45,Male,2,0
46,Female,2,1
47,Female,5,1
68,Male,1,0
66,Female,5,1
37,Male,4,1
59,Female,5,1
63,Male,5,1
47,Female,4,1
44,Male,3,0
68,Male,4,1
20,Male,1,0
32,Male,4,1
28,Male,2,0
32,Male,1,0
60,Male,3,0
57,Male,1,0
67,Female,4,1
68,Female,5,1
18,Male,2,0
51,Male,3,0
23,Female,1,0
52,Female,1,1
24,Male,1,0
31,Male,1,0
65,Male,2,0
18,Male,2,0
56,Female,2,1
24,Female,3,0
47,Male,4,1
54,Male,1,0
69,Male,2,0
37,Male,2,0
33,Male,2,0
59,Female,4,1
59,Male,5,1
24,Male,1,0
46,Female,2,1
30,Female,4,1
53,Female,1,1
66,Female,5,1
69,Male,5,1
36,Male,1,0
59,Female,1,1
19,Male,5,0
64,Male,3,0
52,Female,3,1
36,Female,1,1
20,Male,1,0
23,Female,5,1
48,Male,5,1
68,Male,2,0
45,Female,5,1
49,Male,5,1
38,Female,5,1
40,Female,4,1
31,Female,1,1
47,Female,2,1
48,Male,2,0
43,Female,1,1
52,Female,4,1
24,Male,1,0
62,Female,2,1
18,Female,3,0
19,Female,5,1
29,Male,4,0
19,Male,5,0
41,Male,4,1
56,Female,4,1
65,Female,5,1
69,Female,4,1
24,Male,5,0
39,Female,1,1
64,Male,3,0
20,Male,4,0
50,Female,1,1
22,Male,2,0
27,Female,4,1
37,Female,1,1
18,Male,5,0
20,Female,2,0
34,Male,3,0
30,Male,4,0
69,Female,4,1
56,Male,2,0
31,Female,5,1
43,Male,5,1
21,Female,1,0
50,Female,2,1
54,Female,4,1
69,Female,2,1
54,Female,3,1
52,Male,3,0
59,Female,4,1
24,Female,1,0
57,Male,5,1
47,Male,3,0
40,Male,5,1
46,Male,3,0
31,Female,4,1
41,Male,1,0
21,Male,5,0
47,Male,2,0
69,Male,5,1
66,Female,1,1
62,Female,3,1
53,Female,3,1
68,Female,4,1
37,Female,1,1
40,Male,5,1
19,Male,1,0
55,Male,4,1
43,Male,3,0
45,Female,1,1
24,Male,1,0
39,Female,1,1
46,Male,2,0
55,Female,3,1
57,Male,5,1
23,Female,1,0
18,Male,4,0
37,Female,4,1
63,Male,5,1
60,Female,4,1
56,Male,5,1
24,Male,5,0
54,Male,1,0
56,Female,3,1
44,Male,4,1
59,Male,1,0
54,Male,3,0
68,Female,3,1
48,Female,4,1
19,Male,5,0
36,Female,4,1
59,Female,4,1
64,Female,2,1
52,Male,5,1
22,Male,4,0
27,Male,4,0
53,Female,5,1
47,Male,1,0
61,Female,1,1
53,Male,1,0
40,Female,5,1
46,Female,3,1
43,Male,2,0
24,Male,2,0
28,Male,5,0
44,Female,2,1
44,Female,3,1
41,Female,2,1
56,Male,2,0
39,Female,1,1
39,Male,3,0
63,Female,4,1
47,Male,4,1
64,Female,1,1
28,Female,2,0
37,Female,2,1
51,Female,5,1
55,Male,3,0
57,Female,1,1
55,Male,5,1
45,Female,5,1
25,Male,1,0
48,Male,5,1
48,Male,4,1
46,Female,3,1
38,Female,4,1
41,Female,4,1
18,Female,5,1
35,Male,2,0
40,Male,5,1
42,Female,1,1
47,Female,4,1
25,Female,3,0
37,Male,5,1
41,Male,4,1
27,Female,1,0
29,Male,3,0
53,Male,3,0
30,Male,2,0
64,Male,2,0
27,Male,2,0
51,Male,1,0
30,Female,4,1
67,Female,4,1
41,Female,5,1
66,Male,5,1
38,Female,4,1
34,Male,4,1
55,Male,4,1
45,Female,4,1
68,Male,3,0
53,Female,4,1
30,Female,2,0
35,Male,5,1
57,Female,4,1
23,Male,4,0
33,Male,5,1
55,Female,2,1
63,Female,3,1
21,Male,2,0
31,Female,1,1
56,Female,3,1
29,Female,5,1
25,Male,4,0
41,Male,3,0
55,Male,3,0
20,Female,5,1
29,Female,5,1
56,Female,2,1
28,Female,3,0
51,Female,3,1
59,Female,5,1
36,Male,2,0
39,Female,2,1
66,Male,1,0
41,Female,4,1
40,Female,4,1
55,Male,4,1
33,Female,5,1
60,Female,5,1
22,Female,2,0
51,Female,2,1
31,Female,2,1
67,Female,5,1
60,Female,1,1
46,Female,1,1
59,Female,5,1
64,Male,4,1
65,Male,4,1
40,Male,5,1
28,Male,5,0
35,Male,3,0
69,Male,2,0
21,Male,5,0
69,Male,2,0
67,Male,5,1
67,Male,3,0
28,Male,5,0
49,Female,1,1
55,Male,4,1
44,Male,3,0
57,Male,1,0
63,Female,3,1
48,Male,2,0
52,Male,5,1
24,Male,1,0
62,Male,4,1
45,Male,5,1
19,Female,4,1
39,Female,1,1
23,Male,4,0
27,Female,4,1
56,Female,5,1
43,Male,3,0
68,Male,5,1
44,Female,5,1
46,Male,1,0
47,Female,4,1
57,Female,2,1
27,Male,1,0
40,Male,3,0
30,Female,1,0
57,Female,1,1
54,Male,5,1
19,Female,3,0
56,Male,1,0
59,Female,4,1
48,Male,2,0
40,Male,3,0
63,Male,4,1
46,Male,3,0
46,Male,2,0
42,Female,1,1
41,Male,4,1
47,Female,1,1
33,Male,5,1
55,Female,2,1
51,Female,3,1
22,Female,1,0
61,Female,1,1
20,Male,5,0
50,Male,5,1
21,Female,1,0
64,Male,5,1
47,Male,4,1
19,Male,4,0
26,Female,4,1
52,Male,4,1
69,Male,2,0
31,Female,4,1
48,Female,2,1
46,Female,4,1
50,Female,1,1
40,Male,1,0
30,Male,5,0
46,Male,5,1
29,Female,2,0
39,Male,2,0
49,Female,3,1
43,Female,5,1
57,Male,4,1
30,Female,3,0
41,Female,2,1
58,Male,5,1
39,Male,4,1
31,Male,3,0
46,Male,3,0
58,Female,2,1
33,Female,5,1
20,Male,1,0
61,Female,3,1
56,Female,1,1
44,Female,2,1
65,Male,1,0
34,Male,3,0
42,Female,4,1
46,Female,1,1
65,Male,4,1
59,Female,1,1
68,Female,2,1
21,Female,3,0
32,Female,4,1
28,Female,4,1
63,Female,2,1
24,Male,3,0
56,Female,5,1
47,Male,4,1
23,Male,4,0
31,Female,3,1
66,Female,4,1
51,Female,2,1
37,Female,2,1
42,Male,3,0
65,Male,1,0
45,Male,4,1
45,Female,3,1
68,Female,1,1
69,Female,1,1
40,Female,5,1
61,Female,5,1
48,Female,3,1
31,Male,5,1
22,Female,1,0
18,Female,5,1
43,Male,3,0
51,Female,5,1
55,Female,2,1
62,Female,4,1
32,Male,4,1
23,Male,3,0
26,Male,1,0
20,Female,4,1
23,Female,3,0
43,Male,3,0
46,Female,4,1
36,Male,4,1
64,Female,3,1
47,Female,5,1
29,Female,4,1
59,Female,1,1
33,Female,2,1
64,Female,1,1
66,Male,4,1
56,Female,3,1
23,Male,1,0
28,Female,4,1
64,Male,1,0
36,Male,3,0
25,Female,2,0
38,Female,2,1
53,Male,5,1
58,Male,5,1
27,Male,5,0
40,Male,5,1
27,Female,3,0
54,Female,4,1
33,Female,1,1
58,Female,4,1
62,Male,3,0
43,Male,2,0
23,Male,1,0
61,Female,5,1
52,Male,4,1
43,Female,1,1
26,Male,5,0
56,Male,1,0
49,Male,3,0
69,Male,3,0
22,Female,3,0
20,Female,1,0
25,Female,4,1
66,Male,3,0
39,Female,5,1
69,Female,5,1
51,Female,5,1
63,Female,4,1
19,Male,1,0
64,Female,5,1
29,Female,4,1
45,Female,5,1
43,Female,3,1
48,Female,4,1
29,Male,5,0
24,Male,4,0
63,Female,5,1
58,Male,3,0
64,Female,3,1
44,Female,2,1
51,Male,4,1
52,Male,4,1
19,Male,3,0
24,Female,4,1
67,Female,5,1
48,Female,5,1
35,Male,5,1
50,Female,5,1
31,Male,1,0
26,Female,4,1
48,Female,3,1
33,Male,3,0
59,Female,4,1
42,Female,2,1
21,Female,4,1
64,Male,4,1
67,Male,5,1
54,Female,3,1
49,Female,3,1
66,Male,4,1
66,Female,1,1
39,Male,1,0
67,Female,4,1
57,Female,4,1
50,Male,5,1
64,Female,5,1
56,Female,4,1
62,Female,1,1
43,Female,1,1
24,Male,5,0
51,Female,3,1
63,Male,4,1
19,Female,2,0
43,Female,1,1
30,Male,4,0
23,Female,3,0
47,Male,4,1
31,Female,1,1
68,Female,4,1
47,Male,5,1
24,Male,4,0
58,Female,5,1
38,Male,4,1
50,Female,2,1
33,Male,3,0
49,Male,3,0
48,Female,5,1
24,Male,5,0
61,Male,1,0
66,Female,5,1
58,Male,4,1
43,Female,5,1
32,Male,3,0
41,Female,1,1
29,Female,3,0
34,Female,1,1
59,Female,2,1
40,Male,3,0
52,Female,4,1
56,Female,3,1
28,Female,2,0
48,Male,2,0
31,Female,5,1
62,Male,2,0
48,Female,1,1
57,Male,5,1
23,Female,5,1
32,Male,3,0
30,Female,2,0
53,Female,2,1
33,Female,4,1
33,Female,5,1
41,Female,3,1
37,Male,4,1
43,Female,3,1
53,Male,4,1
36,Female,3,1
45,Female,2,1
62,Female,5,1
68,Female,5,1
32,Female,5,1
21,Female,1,0
36,Male,4,1
22,Female,1,0
61,Male,1,0
61,Male,2,0
55,Female,1,1
37,Male,3,0
37,Female,4,1
39,Female,3,1
41,Male,2,0
55,Female,4,1
64,Male,2,0
57,Male,5,1
21,Female,2,0
32,Female,2,1
68,Female,2,1
52,Female,3,1
43,Female,1,1
28,Male,2,0
52,Male,5,1
18,Male,4,0
24,Male,3,0
24,Female,5,1
36,Female,4,1
48,Male,2,0
57,Female,2,1
67,Male,5,1
39,Male,2,0
25,Female,2,0
57,Female,4,1
49,Male,2,0
54,Female,2,1
48,Female,5,1
61,Male,5,1
40,Male,1,0
54,Female,2,1
47,Male,5,1
29,Female,5,1
54,Female,5,1
25,Male,3,0
44,Female,5,1
29,Male,3,0
27,Female,5,1
58,Male,4,1
57,Female,1,1
57,Female,2,1
28,Male,1,0
50,Female,5,1
36,Male,1,0
35,Female,1,1
48,Male,1,0
44,Female,1,1
38,Male,1,0
26,Female,3,0
29,Female,4,1
32,Male,4,1
31,Female,5,1
36,Female,4,1
66,Female,1,1
23,Male,4,0
51,Female,3,1
57,Male,1,0
68,Female,5,1
66,Male,3,0
28,Female,4,1
57,Male,5,1
23,Female,4,1
23,Female,3,0
65,Male,5,1
67,Male,1,0
53,Male,4,1
36,Female,3,1
36,Female,1,1
23,Female,2,0
65,Male,1,0
61,Male,5,1
23,Male,4,0
29,Male,5,0
19,Male,4,0
63,Female,3,1
20,Male,3,0
37,Female,1,1
42,Male,2,0
43,Female,5,1
52,Male,1,0
58,Female,1,1
59,Female,4,1
61,Male,3,0
24,Male,3,0
61,Female,4,1
30,Female,2,0
28,Male,2,0
43,Male,2,0
69,Female,2,1
69,Male,5,1
28,Female,3,0
43,Female,3,1
35,Male,4,1
18,Female,4,1
63,Male,5,1
32,Female,2,1
24,Male,2,0
49,Female,2,1
65,Female,5,1
22,Female,3,0
57,Female,2,1
22,Male,3,0
29,Male,4,0
41,Male,5,1
30,Male,2,0
43,Male,4,1
62,Male,2,0
57,Female,5,1
34,Female,4,1
65,Male,4,1
31,Female,3,1
18,Male,4,0
37,Female,1,1
18,Female,5,1
40,Male,3,0
58,Female,5,1
55,Male,2,0
20,Male,1,0
43,Male,3,0
53,Female,2,1
60,Male,3,0
64,Female,5,1
54,Male,2,0
49,Female,4,1
53,Female,5,1
28,Female,1,0
60,Female,2,1
24,Male,2,0
34,Male,3,0
55,Female,4,1
33,Male,1,0
67,Female,4,1
64,Female,1,1
52,Female,1,1
42,Male,2,0
29,Male,2,0
36,Female,5,1
27,Female,3,0
43,Male,4,1
54,Female,1,1
51,Female,4,1
29,Male,1,0
20,Male,4,0
28,Male,5,0
45,Female,5,1
50,Male,3,0
37,Female,5,1
27,Male,1,0
64,Male,5,1
69,Male,2,0
54,Male,1,0
24,Male,5,0
38,Male,3,0
26,Male,1,0
65,Female,1,1
57,Female,3,1
43,Male,1,0
19,Female,5,1
38,Male,3,0
31,Female,4,1
28,Female,3,0
54,Female,1,1
53,Female,1,1
54,Male,2,0
53,Female,3,1
46,Female,4,1
62,Male,2,0
29,Male,4,0
46,Male,2,0
44,Female,3,1
49,Male,2,0
31,Female,4,1
21,Female,3,0
38,Male,3,0
37,Female,2,1
60,Female,5,1
60,Female,3,1
20,Female,5,1
30,Male,5,0
69,Male,5,1
51,Male,5,1
47,Male,5,1
25,Female,3,0
52,Male,4,1
54,Male,3,0
23,Male,2,0
45,Male,3,0
25,Female,3,0
43,Female,3,1
34,Male,1,0
29,Male,1,0
39,Female,1,1
62,Female,3,1
30,Female,1,0
52,Female,2,1
64,Male,2,0
27,Male,1,0
33,Female,3,1
26,Female,4,1
31,Male,4,1
33,Male,3,0
28,Male,5,0
19,Female,3,0
20,Female,2,0
52,Male,5,1
18,Female,4,1
41,Female,1,1
54,Male,5,1
25,Female,1,0
62,Male,1,0
39,Male,5,1
21,Male,2,0
35,Female,5,1
33,Male,1,0
62,Female,4,1
31,Female,5,1
28,Female,4,1
43,Female,4,1
18,Male,3,0
55,Male,3,0
47,Male,4,1
42,Female,5,1
46,Male,2,0
19,Male,1,0
22,Female,1,0
66,Female,2,1
47,Female,1,1
55,Female,2,1
51,Female,2,1
23,Female,1,0
57,Female,5,1
18,Male,3,0
53,Male,5,1
33,Female,2,1
64,Female,4,1
42,Male,4,1
47,Female,2,1
49,Male,5,1
20,Male,1,0
40,Female,3,1
49,Female,5,1
33,Male,1,0
41,Female,1,1
60,Male,3,0
66,Female,2,1
31,Male,3,0
58,Male,4,1
32,Male,5,1
40,Female,1,1
63,Male,1,0
27,Female,3,0
19,Male,5,0
62,Female,4,1
51,Male,3,0
41,Female,1,1
67,Male,3,0
34,Male,3,0
37,Female,5,1
29,Female,2,0
42,Female,4,1
53,Female,4,1
43,Female,5,1
29,Male,3,0
27,Female,5,1
24,Male,5,0
24,Male,2,0
46,Female,1,1
61,Male,4,1
52,Female,4,1
63,Female,5,1
41,Female,1,1
