Gender,Married,Age,Graduat,Profession,Experience,SpendingScore,FamilySize
Male,Yes,50.0,,Artist,3.0,,4.0
,No,,,,0.0,,
Female,No,30.0,Yes,Artist,,Low,
Female,Yes,41.0,Yes,Artist,0.0,Low,4.0
Male,Yes,41.0,,Executive,6.0,High,
Female,Yes,35.0,No,Healthcare,2.0,Low,1.0
,Yes,37.0,,,,Low,1.0
Male,Yes,,Yes,Entertainment,0.0,Low,
,Yes,50.0,Yes,Doctor,,,
Male,Yes,36.0,,,0.0,,2.0
Female,No,26.0,No,Marketing,3.0,Low,3.0
Male,Yes,62.0,No,,,,2.0
Male,No,22.0,No,Healthcare,0.0,Low,4.0
,No,19.0,,Healthcare,,Low,3.0
Female,Yes,45.0,,,,Average,
Female,No,31.0,,,,Low,
,Yes,56.0,Yes,Artist,0.0,,3.0
Female,Yes,,,Lawyer,,,5.0
Female,No,25.0,,,1.0,Low,3.0
Female,Yes,,Yes,,1.0,,1.0
,Yes,62.0,Yes,Doctor,1.0,Average,4.0
Male,Yes,46.0,No,Entertainment,0.0,Average,
Female,Yes,51.0,,Artist,,Low,
Male,Yes,25.0,,Executive,,High,2.0
Male,Yes,66.0,,Executive,0.0,,2.0
Male,No,27.0,,,1.0,,2.0
Male,Yes,87.0,,Executive,1.0,Low,2.0
Female,Yes,47.0,Yes,Artist,,Low,1.0
,Yes,,Yes,Artist,,Average,4.0
Male,Yes,60.0,,Artist,,Average,4.0
Male,Yes,40.0,Yes,,,,5.0
Female,No,,Yes,Doctor,,,
Male,No,,Yes,Healthcare,2.0,Low,
,No,,Yes,Doctor,4.0,,3.0
,No,47.0,Yes,Marketing,9.0,Low,
,No,,Yes,,8.0,,
Male,No,,,Entertainment,1.0,Low,
,Yes,69.0,,Artist,,Average,
Female,No,42.0,Yes,Artist,0.0,Low,
Female,Yes,46.0,,,1.0,,1.0
Female,No,,No,Marketing,3.0,Low,3.0
Male,No,,Yes,,1.0,Low,
,Yes,,Yes,Doctor,1.0,Average,4.0
Female,Yes,71.0,No,Lawyer,1.0,High,
Female,No,26.0,,Doctor,0.0,Low,2.0
Female,Yes,60.0,,Artist,8.0,,2.0
Female,Yes,,Yes,Artist,1.0,,
,Yes,,Yes,,,Average,
Female,No,18.0,No,Healthcare,,,3.0
Male,Yes,26.0,Yes,Doctor,,Average,2.0
Male,Yes,,Yes,Artist,,High,2.0
Male,Yes,,,Entertainment,1.0,Average,2.0
Male,Yes,76.0,No,Executive,,Low,
Male,Yes,,Yes,Entertainment,0.0,Average,3.0
Female,Yes,65.0,,Artist,0.0,Average,
Female,No,37.0,Yes,Artist,12.0,Low,2.0
,No,25.0,,,0.0,,4.0
,No,21.0,No,,0.0,,5.0
,No,,No,Healthcare,0.0,Low,4.0
Male,No,23.0,No,,4.0,,
,No,,Yes,Healthcare,,Low,6.0
,No,,,Doctor,0.0,,4.0
,Yes,,,Entertainment,,,4.0
Female,Yes,,,Lawyer,,High,
,Yes,49.0,,Entertainment,1.0,Average,
Male,No,32.0,No,Healthcare,0.0,Low,
,Yes,,Yes,,,Average,4.0
Male,Yes,26.0,,,9.0,High,4.0
,No,,No,,1.0,Low,
Male,Yes,,,,0.0,,1.0
Female,No,40.0,Yes,Healthcare,,Low,4.0
,No,18.0,No,Healthcare,,Low,3.0
Male,Yes,,Yes,,,Average,
Male,Yes,61.0,Yes,Entertainment,7.0,High,5.0
Female,Yes,,Yes,,,High,4.0
Female,Yes,25.0,No,Engineer,,,2.0
,No,,Yes,,6.0,,
,Yes,46.0,,,0.0,High,2.0
,Yes,53.0,,Homemaker,2.0,,
,Yes,48.0,Yes,Entertainment,,Low,1.0
Male,Yes,75.0,,Lawyer,1.0,Low,2.0
Male,No,23.0,No,Healthcare,,Low,3.0
Male,No,29.0,No,,1.0,Low,2.0
Male,Yes,,,Artist,0.0,,
,No,,Yes,,1.0,Low,
Female,No,37.0,No,Artist,,Low,1.0
Female,No,,No,Healthcare,6.0,Low,5.0
Male,No,21.0,No,Healthcare,,Low,8.0
Female,No,33.0,No,Healthcare,,,4.0
Male,Yes,74.0,No,Executive,,Low,
,No,41.0,,Entertainment,0.0,,2.0
,Yes,58.0,Yes,,,High,4.0
Male,Yes,25.0,,,8.0,Average,2.0
,No,33.0,,Marketing,2.0,,
Male,Yes,,,Doctor,0.0,Low,
Male,Yes,,No,,,Low,
,No,26.0,No,Engineer,,Low,1.0
Male,No,22.0,,Healthcare,1.0,Low,
Male,Yes,28.0,No,,,Average,2.0
Female,No,36.0,Yes,Entertainment,7.0,Low,
Female,No,,No,Healthcare,1.0,Low,3.0
Male,Yes,85.0,Yes,Artist,,,4.0
,No,30.0,Yes,,,Low,
,Yes,43.0,Yes,Healthcare,7.0,High,2.0
Male,Yes,,No,,1.0,High,2.0
Female,No,18.0,,Healthcare,,Low,3.0
Male,Yes,53.0,,,,Low,
Male,Yes,50.0,,,,Average,
Female,Yes,39.0,No,Engineer,9.0,Average,
,Yes,35.0,No,,2.0,Average,6.0
Male,No,28.0,Yes,Entertainment,,Low,3.0
Female,No,33.0,,,1.0,Low,3.0
Female,Yes,35.0,Yes,Healthcare,1.0,,3.0
Male,Yes,48.0,Yes,Entertainment,0.0,Average,4.0
Female,Yes,50.0,,Artist,1.0,,3.0
,Yes,47.0,No,Entertainment,,Average,
,No,,Yes,Artist,4.0,Low,1.0
Male,Yes,,Yes,Artist,,,4.0
,No,,,,10.0,Low,
,No,21.0,No,,,Low,
,Yes,61.0,,,1.0,Average,4.0
Female,Yes,88.0,No,,0.0,High,
,No,72.0,No,Marketing,1.0,Low,
Male,Yes,,,Artist,,,
,Yes,45.0,No,,8.0,Low,
,Yes,51.0,No,,1.0,Average,5.0
Male,No,42.0,Yes,Artist,6.0,Low,2.0
Male,Yes,59.0,No,Entertainment,8.0,,
Female,No,,,Healthcare,4.0,Low,1.0
Female,Yes,68.0,Yes,Artist,,Average,3.0
,Yes,85.0,Yes,Lawyer,0.0,High,2.0
Male,Yes,46.0,,,1.0,Average,4.0
Female,Yes,,Yes,Artist,0.0,Average,
Female,Yes,,Yes,Engineer,0.0,Low,
Male,Yes,37.0,,Entertainment,,Low,
Female,No,30.0,No,,1.0,Low,4.0
Female,No,33.0,,Engineer,1.0,Low,
Male,Yes,,,Healthcare,,,
Female,No,,,Engineer,0.0,,1.0
Male,Yes,,Yes,,6.0,,
Male,Yes,52.0,Yes,Artist,0.0,,
,Yes,,,Entertainment,,Average,3.0
,Yes,47.0,,,3.0,Average,2.0
Female,Yes,52.0,,,9.0,Low,
Male,Yes,66.0,Yes,Entertainment,0.0,,3.0
,No,28.0,No,Engineer,,,6.0
Female,Yes,47.0,Yes,Marketing,1.0,Low,1.0
Male,Yes,52.0,Yes,Entertainment,1.0,Average,
,No,,No,Healthcare,,,
,Yes,,,,,Average,
,Yes,53.0,,Engineer,,Average,6.0
Female,Yes,,Yes,Artist,1.0,Average,4.0
Female,No,37.0,No,Homemaker,1.0,Low,
,Yes,,No,Artist,2.0,,4.0
Male,No,,Yes,Entertainment,2.0,Low,3.0
,Yes,45.0,Yes,,1.0,Average,
Male,Yes,72.0,,Homemaker,9.0,Low,
Male,No,,Yes,,1.0,,3.0
Female,Yes,72.0,Yes,Lawyer,1.0,High,2.0
Female,Yes,31.0,No,Artist,,Low,
,Yes,47.0,No,Entertainment,4.0,Average,3.0
,No,20.0,No,,7.0,Low,
,Yes,73.0,,,1.0,Low,2.0
,Yes,,,Doctor,,,2.0
Male,Yes,25.0,,Entertainment,3.0,,2.0
,Yes,52.0,Yes,,0.0,High,
,No,,Yes,Artist,1.0,Low,6.0
,Yes,52.0,,,,Average,4.0
Female,Yes,,Yes,Artist,0.0,,1.0
,Yes,60.0,,,,Average,4.0
Male,No,45.0,Yes,Marketing,,Low,1.0
,Yes,59.0,Yes,Artist,,Low,
Female,No,,No,Healthcare,8.0,Low,5.0
Male,No,18.0,No,Healthcare,0.0,,
Male,Yes,55.0,No,,1.0,Low,1.0
Female,No,59.0,Yes,Entertainment,,,
Male,No,,No,Healthcare,,Low,2.0
Male,Yes,52.0,Yes,,0.0,,
Male,Yes,51.0,,Artist,1.0,,3.0
,Yes,35.0,,,0.0,High,
Female,No,26.0,No,Executive,8.0,Low,3.0
,Yes,38.0,Yes,,1.0,Average,
,Yes,,Yes,Doctor,1.0,Low,4.0
Male,No,41.0,Yes,Entertainment,1.0,Low,2.0
,No,27.0,,Homemaker,8.0,Low,
,Yes,60.0,,,0.0,Low,1.0
,No,,No,Doctor,,,4.0
Male,No,18.0,,Healthcare,,Low,5.0
Male,Yes,47.0,,,0.0,,4.0
Male,Yes,,,Marketing,,,
Female,No,32.0,,Entertainment,,,
Male,Yes,,Yes,Entertainment,1.0,Average,3.0
Female,No,33.0,Yes,,0.0,Low,
,No,,,,9.0,Low,
Male,Yes,,,,9.0,Low,
,Yes,68.0,Yes,Artist,1.0,Average,
Male,Yes,51.0,,Artist,0.0,Low,3.0
Male,Yes,52.0,Yes,Executive,1.0,Low,
,Yes,31.0,,Marketing,13.0,,
Male,No,39.0,No,Engineer,,Low,1.0
,Yes,50.0,Yes,,,High,
Female,No,,,,,Low,
Male,No,18.0,No,Healthcare,0.0,Low,
Male,Yes,37.0,Yes,Artist,0.0,Low,2.0
Female,Yes,,Yes,Doctor,1.0,Average,
Female,No,20.0,,Healthcare,0.0,,
,No,,No,Healthcare,1.0,Low,6.0
,No,31.0,,,0.0,,4.0
,Yes,53.0,,Doctor,14.0,Average,2.0
Female,Yes,,Yes,,,Average,2.0
Male,No,37.0,Yes,Healthcare,,Low,
Female,Yes,49.0,No,,,Average,
Male,Yes,,No,,,Low,
,Yes,,No,,,High,
Male,No,21.0,No,,0.0,,
Male,No,,,,0.0,,4.0
Male,No,31.0,,,,,
,Yes,,Yes,Lawyer,0.0,High,
Male,Yes,73.0,No,Executive,,Low,1.0
Female,Yes,,Yes,,1.0,,
Male,Yes,70.0,Yes,,0.0,,
Male,Yes,,,Engineer,,Low,
Male,No,18.0,Yes,Healthcare,1.0,Low,
,No,32.0,No,,0.0,Low,
Female,No,40.0,Yes,Lawyer,4.0,Low,1.0
Female,No,,Yes,,0.0,Low,
,No,35.0,Yes,,,,
,Yes,,Yes,Engineer,0.0,Low,2.0
,No,,Yes,Marketing,12.0,Low,4.0
Female,No,35.0,Yes,Artist,5.0,Low,1.0
,Yes,28.0,No,Doctor,,,
Male,No,,,Marketing,,,1.0
Male,Yes,39.0,,,1.0,,2.0
Male,No,39.0,Yes,Entertainment,1.0,Low,
Female,Yes,26.0,Yes,Engineer,6.0,,
Male,Yes,,Yes,Artist,0.0,High,3.0
Female,No,,,Homemaker,9.0,Low,
Male,No,21.0,No,Healthcare,1.0,Low,3.0
,No,45.0,,Artist,,,1.0
Male,Yes,45.0,No,Entertainment,,Average,4.0
Female,Yes,,Yes,Artist,,Average,3.0
Female,No,,Yes,Artist,1.0,Low,1.0
Female,Yes,,,Healthcare,9.0,High,2.0
Male,Yes,47.0,No,,0.0,Low,7.0
Male,Yes,,Yes,Artist,6.0,,4.0
Male,Yes,,Yes,,,Average,
Male,No,25.0,No,,7.0,,4.0
Male,No,,No,,0.0,Low,7.0
,Yes,41.0,No,,6.0,High,
,Yes,50.0,,Artist,9.0,Average,
Female,Yes,63.0,,Artist,0.0,High,2.0
,Yes,69.0,No,Executive,,Low,4.0
,Yes,62.0,,Engineer,1.0,Low,
Male,Yes,63.0,Yes,,1.0,,3.0
,Yes,36.0,Yes,Artist,5.0,Low,
Female,Yes,31.0,No,Engineer,8.0,Low,2.0
,No,45.0,No,Entertainment,8.0,Low,
Female,Yes,,Yes,Artist,1.0,Average,
Male,No,26.0,,,1.0,Low,3.0
,Yes,49.0,No,Artist,,,4.0
Female,No,,,,8.0,Low,3.0
,Yes,74.0,Yes,,1.0,,2.0
Male,No,,,Lawyer,,,1.0
Female,No,,,,0.0,,
Female,Yes,70.0,,Lawyer,1.0,High,2.0
Female,No,30.0,,Doctor,,Low,
Female,Yes,,,Artist,1.0,,4.0
,Yes,35.0,,,8.0,Average,4.0
,No,20.0,No,Healthcare,1.0,Low,3.0
,No,19.0,No,,5.0,Low,4.0
Male,No,52.0,Yes,Artist,1.0,Low,3.0
Male,No,31.0,Yes,,,Low,
Male,No,22.0,,,,,3.0
Male,Yes,,Yes,,9.0,Low,
Female,No,,No,Homemaker,8.0,Low,
,Yes,,,,,Average,4.0
Female,Yes,57.0,Yes,,1.0,,3.0
Male,No,,,Healthcare,,,
Female,Yes,,No,,0.0,Low,3.0
,Yes,53.0,Yes,Artist,,Low,2.0
,No,32.0,,Artist,,Low,1.0
Female,No,,,,0.0,Low,
Male,No,,,Engineer,0.0,Low,1.0
,Yes,75.0,,Lawyer,,,
,Yes,62.0,,Artist,0.0,Low,
Male,Yes,41.0,,Artist,1.0,Average,6.0
Male,Yes,55.0,Yes,Artist,,Average,3.0
Female,No,35.0,Yes,Artist,8.0,,
,No,20.0,,,4.0,Low,
Male,No,20.0,No,Healthcare,,,
,No,,No,,0.0,Low,
Female,Yes,56.0,Yes,Entertainment,1.0,Average,3.0
,Yes,39.0,,Executive,,,7.0
,Yes,42.0,,Entertainment,,Low,3.0
Male,Yes,35.0,,Artist,,Average,2.0
Female,No,35.0,,Engineer,,Low,1.0
,No,,Yes,Healthcare,0.0,Low,
Male,No,,Yes,Artist,1.0,Low,
Male,No,35.0,Yes,Artist,5.0,,2.0
Female,No,27.0,No,,0.0,Low,3.0
,No,,,,6.0,,2.0
,No,,,Artist,,,1.0
Female,No,,No,Entertainment,4.0,,2.0
,No,,No,Healthcare,0.0,Low,9.0
Male,Yes,40.0,Yes,,,Average,4.0
,Yes,51.0,,,,Average,2.0
Male,Yes,88.0,,Lawyer,,Low,
Male,Yes,,Yes,Lawyer,1.0,High,
Male,Yes,43.0,Yes,Artist,,Average,
Female,No,29.0,,Marketing,9.0,Low,
,No,,Yes,,,,
,Yes,,Yes,Artist,0.0,,3.0
Male,No,,Yes,Healthcare,,Low,6.0
,No,,Yes,,,Low,4.0
,Yes,,,Entertainment,,Average,4.0
,No,43.0,,Artist,0.0,,1.0
Male,Yes,51.0,,Doctor,11.0,Average,2.0
Male,Yes,,,,0.0,Average,
,No,,,Entertainment,1.0,Low,
,No,,No,Healthcare,,,4.0
,No,,No,Healthcare,,Low,5.0
,No,36.0,Yes,Entertainment,,Low,1.0
,Yes,39.0,,,,Average,6.0
Male,Yes,48.0,,Artist,0.0,Low,2.0
Female,Yes,78.0,,Lawyer,,,
,Yes,,Yes,Artist,1.0,,1.0
,Yes,26.0,No,Homemaker,,,4.0
Male,No,26.0,No,Healthcare,0.0,,7.0
,No,37.0,,Engineer,7.0,,
Female,Yes,75.0,,Homemaker,,,
,No,19.0,No,,,Low,5.0
Male,No,,No,Healthcare,,,4.0
Male,Yes,27.0,No,Engineer,6.0,,3.0
Female,No,32.0,,,,,
Male,Yes,37.0,,Entertainment,0.0,Average,
Female,No,33.0,Yes,Marketing,,Low,3.0
Female,Yes,,,,0.0,Low,
,No,35.0,Yes,Entertainment,0.0,,3.0
Female,No,26.0,,Artist,,,3.0
Male,No,31.0,Yes,Doctor,1.0,,2.0
,No,,Yes,Artist,,Low,
Female,Yes,56.0,Yes,,2.0,,2.0
Male,Yes,65.0,Yes,Lawyer,0.0,Low,
Male,No,,No,Healthcare,7.0,Low,3.0
Male,Yes,,,,,High,2.0
,No,32.0,,Homemaker,,Low,
,No,,No,,0.0,Low,
,Yes,,,Artist,,Low,
Male,Yes,25.0,,Entertainment,1.0,Average,2.0
Female,Yes,,Yes,Entertainment,,,
,No,25.0,,Executive,3.0,,1.0
,Yes,58.0,,Artist,9.0,,
Male,Yes,,Yes,,1.0,Low,2.0
Female,No,42.0,Yes,Artist,1.0,Low,2.0
Female,Yes,,,,,Low,2.0
,Yes,,,,9.0,,
Female,No,,No,Engineer,,Low,1.0
Male,No,28.0,No,Healthcare,2.0,,4.0
,Yes,,No,Artist,4.0,,
Female,Yes,35.0,No,,,Low,2.0
,Yes,,Yes,Artist,11.0,Average,3.0
,Yes,49.0,,,,Low,1.0
,No,51.0,Yes,Entertainment,0.0,Low,
Male,No,40.0,Yes,Artist,5.0,Low,2.0
,Yes,,Yes,Lawyer,1.0,Low,
Male,No,27.0,Yes,,,Low,2.0
Male,Yes,70.0,,,,,
Female,Yes,,Yes,,0.0,,2.0
Male,No,,Yes,,9.0,Low,1.0
,No,40.0,No,,8.0,Low,3.0
Male,No,,,,0.0,Low,1.0
Male,Yes,,Yes,Entertainment,1.0,,4.0
,Yes,,Yes,Executive,0.0,,
,No,,,Artist,,Low,3.0
Male,Yes,60.0,Yes,,1.0,Low,
,Yes,,Yes,Executive,7.0,,3.0
Male,Yes,,Yes,Entertainment,4.0,,1.0
Male,Yes,,Yes,,1.0,,3.0
,Yes,60.0,Yes,Artist,,Low,3.0
Male,Yes,69.0,No,Lawyer,1.0,Low,
Male,Yes,49.0,Yes,,1.0,High,
Male,No,23.0,No,Healthcare,1.0,,
,Yes,43.0,Yes,,,Average,
Female,No,22.0,No,Healthcare,1.0,,7.0
,No,,No,Healthcare,0.0,,
Male,Yes,26.0,,,0.0,Low,2.0
,Yes,36.0,,Artist,,Average,
,No,55.0,Yes,Entertainment,1.0,Low,1.0
Female,Yes,59.0,,Engineer,,Low,1.0
,Yes,83.0,Yes,,,High,
Female,No,55.0,Yes,Doctor,3.0,,
Male,Yes,53.0,Yes,,2.0,,3.0
Male,Yes,,Yes,Artist,1.0,Average,3.0
Male,Yes,,No,Executive,0.0,High,3.0
,Yes,45.0,No,Doctor,9.0,High,
,No,28.0,,Healthcare,1.0,Low,
,No,,No,,0.0,Low,2.0
Male,Yes,,,,1.0,,3.0
,Yes,61.0,Yes,,11.0,Average,3.0
Female,No,27.0,Yes,Artist,1.0,Low,
Male,Yes,31.0,Yes,Entertainment,,,2.0
,No,40.0,Yes,,1.0,Low,4.0
Male,No,,,Artist,1.0,Low,3.0
Female,No,,Yes,,6.0,,1.0
Male,Yes,40.0,Yes,Healthcare,6.0,High,2.0
,Yes,32.0,No,Entertainment,5.0,,2.0
Female,Yes,42.0,Yes,Engineer,1.0,Low,2.0
Male,Yes,32.0,Yes,Doctor,0.0,Average,
Male,No,27.0,Yes,Artist,,Low,2.0
,No,,,,1.0,,
Male,No,,Yes,,,Low,
Male,Yes,,,Doctor,1.0,,
,Yes,62.0,No,Entertainment,1.0,,6.0
,No,42.0,Yes,Artist,7.0,Low,2.0
Male,Yes,,Yes,Artist,8.0,Average,
,No,31.0,,,,Low,
Male,Yes,,Yes,,1.0,Low,4.0
Female,No,26.0,,Homemaker,8.0,,
,No,27.0,,Doctor,1.0,,
,Yes,40.0,,,0.0,Low,2.0
Female,No,23.0,No,Healthcare,0.0,Low,4.0
Male,Yes,45.0,Yes,,,High,
Female,No,37.0,,Artist,9.0,Low,1.0
Male,Yes,28.0,Yes,,,,
Male,Yes,70.0,,,1.0,Low,2.0
Male,Yes,,Yes,,,,2.0
Female,No,19.0,,Doctor,1.0,Low,4.0
,Yes,48.0,No,,1.0,,
Male,Yes,,,Artist,,Average,3.0
Male,Yes,,No,Entertainment,1.0,Average,
Female,Yes,,Yes,Artist,,,
,No,,Yes,,1.0,,
,No,30.0,,Entertainment,,Low,3.0
Female,No,33.0,,,0.0,,
,Yes,,No,Entertainment,2.0,,2.0
Female,No,,Yes,Entertainment,1.0,,2.0
Male,No,30.0,Yes,Entertainment,0.0,Low,3.0
Female,Yes,66.0,,Engineer,8.0,Average,2.0
Female,No,31.0,,Engineer,0.0,,
Female,No,31.0,Yes,Engineer,,,
Female,Yes,,,,,,5.0
,Yes,42.0,,,0.0,,3.0
,Yes,46.0,Yes,Artist,1.0,Average,2.0
Female,Yes,76.0,Yes,Lawyer,1.0,High,2.0
Male,No,25.0,Yes,,8.0,Low,
Female,Yes,41.0,Yes,,1.0,,3.0
Male,Yes,49.0,Yes,,0.0,Average,
Male,No,32.0,,,,Low,5.0
Male,Yes,55.0,No,Artist,,Low,2.0
Male,Yes,,,,,,2.0
,Yes,,Yes,Artist,,,
,No,21.0,No,,,Low,
Female,No,,,Artist,0.0,Low,
Female,No,26.0,Yes,Healthcare,1.0,,2.0
Male,No,22.0,,Healthcare,,Low,
Male,No,20.0,No,,0.0,Low,4.0
Female,Yes,,Yes,Doctor,1.0,Low,
,Yes,84.0,Yes,,,,2.0
Male,No,43.0,,,12.0,Low,5.0
Female,Yes,63.0,Yes,Entertainment,,Average,4.0
,No,,Yes,Entertainment,,Low,1.0
Male,Yes,,No,Engineer,,Average,3.0
,No,26.0,,Entertainment,1.0,Low,3.0
,Yes,41.0,Yes,Entertainment,2.0,,
,Yes,62.0,Yes,Artist,1.0,High,2.0
Male,Yes,45.0,,Executive,0.0,High,
Female,Yes,28.0,,Engineer,6.0,Low,3.0
,Yes,89.0,,,,High,2.0
Male,No,20.0,No,Healthcare,,Low,4.0
,No,40.0,Yes,Engineer,9.0,Low,2.0
Male,No,23.0,,Healthcare,0.0,,
Male,No,41.0,,,4.0,,
,Yes,,No,Lawyer,1.0,High,
,No,43.0,Yes,Engineer,,Low,1.0
,Yes,57.0,,Artist,0.0,High,4.0
Male,Yes,55.0,,Executive,1.0,High,
Female,No,27.0,Yes,Engineer,,Low,1.0
Male,Yes,51.0,Yes,,1.0,High,
Male,Yes,,,Executive,9.0,,4.0
Male,Yes,,,Entertainment,1.0,,3.0
Female,No,33.0,Yes,Healthcare,,Low,2.0
Female,Yes,,Yes,Artist,1.0,,2.0
,Yes,52.0,,,8.0,,3.0
Female,No,,Yes,Artist,,,
,No,28.0,Yes,Marketing,,Low,3.0
Female,Yes,43.0,Yes,Artist,5.0,High,3.0
Male,No,25.0,Yes,,0.0,Low,4.0
Female,Yes,51.0,Yes,Artist,,Low,2.0
Male,Yes,,Yes,,1.0,,
,No,20.0,No,Healthcare,,Low,5.0
Female,Yes,41.0,Yes,Artist,,,4.0
Female,Yes,71.0,Yes,Lawyer,0.0,,
Female,Yes,,,Artist,0.0,,
,Yes,56.0,Yes,Artist,,Average,2.0
,Yes,41.0,,Healthcare,,,2.0
Male,Yes,72.0,Yes,Entertainment,7.0,Low,
Female,No,30.0,,Entertainment,1.0,Low,4.0
,No,25.0,,Entertainment,0.0,Low,6.0
Male,No,33.0,Yes,Marketing,,Low,4.0
,No,26.0,Yes,Artist,,Low,
Male,Yes,,No,,5.0,High,
,Yes,60.0,,Lawyer,,,2.0
Female,Yes,79.0,,Lawyer,,High,3.0
Female,No,,Yes,Marketing,9.0,,4.0
,Yes,56.0,Yes,Artist,1.0,Average,
Male,Yes,73.0,No,Homemaker,2.0,,
Female,No,22.0,No,Healthcare,0.0,Low,7.0
Male,Yes,42.0,No,,1.0,Low,3.0
,Yes,72.0,,Lawyer,0.0,High,2.0
Female,No,33.0,Yes,Healthcare,0.0,Low,
Male,Yes,53.0,Yes,Executive,,Average,4.0
Female,No,25.0,No,,1.0,,5.0
,Yes,46.0,Yes,Artist,0.0,,3.0
Male,No,,No,,,,3.0
Female,No,60.0,Yes,Engineer,1.0,Low,1.0
Male,No,22.0,,Doctor,2.0,Low,4.0
,No,22.0,No,Healthcare,9.0,Low,5.0
,No,,,,,,5.0
,Yes,,Yes,,0.0,,3.0
Male,No,19.0,,Healthcare,7.0,Low,5.0
,No,30.0,No,,7.0,Low,1.0
Male,No,23.0,,,4.0,Low,5.0
Male,No,,,,,Low,7.0
,No,48.0,Yes,Artist,,,
,Yes,,Yes,Artist,,Low,
Female,No,56.0,Yes,Artist,0.0,Low,
Male,Yes,63.0,No,Artist,5.0,,2.0
Female,Yes,,No,Engineer,1.0,,4.0
Female,Yes,70.0,,Entertainment,1.0,High,
,Yes,84.0,No,Lawyer,,,1.0
Male,Yes,39.0,Yes,Executive,0.0,High,6.0
,Yes,42.0,Yes,,6.0,Low,4.0
Male,Yes,46.0,Yes,Artist,4.0,Low,2.0
Male,Yes,63.0,,Executive,0.0,Average,3.0
Female,Yes,55.0,,Artist,,,3.0
Male,Yes,42.0,,Engineer,1.0,Low,
,Yes,58.0,Yes,,,Average,2.0
,Yes,88.0,Yes,,1.0,Low,1.0
,Yes,,,,5.0,Average,2.0
Male,Yes,,Yes,Executive,1.0,High,3.0
Male,Yes,35.0,Yes,,8.0,,
,No,30.0,No,Healthcare,0.0,Low,5.0
Male,Yes,30.0,No,Doctor,11.0,Average,
Male,Yes,46.0,,,1.0,High,3.0
Female,Yes,43.0,Yes,Artist,2.0,Average,2.0
Female,Yes,,,Entertainment,,High,3.0
Female,Yes,,,,,Low,
,Yes,63.0,Yes,Entertainment,1.0,Low,1.0
,Yes,35.0,Yes,,,Low,2.0
,No,31.0,,Artist,,Low,2.0
Female,Yes,,,,,Average,4.0
Male,No,26.0,,Executive,2.0,Low,2.0
,Yes,37.0,No,Doctor,4.0,Average,2.0
Female,Yes,,,Doctor,,Average,2.0
Male,Yes,37.0,No,Entertainment,,Low,
Female,Yes,53.0,,,1.0,Average,
Female,No,55.0,,Artist,1.0,Low,
Male,Yes,,,,,High,6.0
Female,Yes,46.0,Yes,Artist,,,2.0
,Yes,30.0,Yes,Healthcare,,Low,6.0
Male,No,63.0,Yes,Artist,,,1.0
,Yes,52.0,Yes,Entertainment,0.0,,4.0
Female,No,,Yes,Doctor,12.0,Low,
Female,No,,No,,0.0,Low,
Male,Yes,60.0,Yes,Executive,4.0,High,
,Yes,42.0,,Healthcare,,Average,4.0
Male,Yes,46.0,,Doctor,,,
,Yes,37.0,Yes,Artist,1.0,,2.0
,No,42.0,Yes,,8.0,,1.0
Female,Yes,,,Artist,1.0,Average,4.0
,Yes,49.0,,Healthcare,0.0,Low,7.0
Female,Yes,89.0,No,,0.0,High,2.0
Female,Yes,38.0,No,,4.0,Low,1.0
,Yes,48.0,,,,,
Female,Yes,51.0,Yes,Artist,3.0,,4.0
Male,Yes,73.0,Yes,Artist,1.0,High,
Male,No,,Yes,Healthcare,1.0,Low,4.0
Female,Yes,46.0,,,1.0,Low,
Female,Yes,65.0,Yes,Lawyer,1.0,,2.0
Female,No,36.0,,,0.0,,1.0
Female,No,,Yes,Healthcare,0.0,Low,3.0
Female,No,31.0,No,,8.0,,3.0
Male,Yes,43.0,Yes,Executive,0.0,High,4.0
Female,Yes,,Yes,Homemaker,,High,
Male,No,30.0,Yes,Entertainment,14.0,Low,1.0
Female,No,,Yes,Engineer,,,2.0
Male,Yes,,Yes,,4.0,,
Female,No,31.0,Yes,,,Low,1.0
Female,No,27.0,Yes,Doctor,14.0,,8.0
Female,No,,,Entertainment,11.0,Low,
Male,Yes,35.0,,Artist,1.0,,
,No,,No,,1.0,,5.0
Female,Yes,25.0,,Marketing,0.0,High,5.0
,Yes,,No,,4.0,,4.0
Male,Yes,45.0,,Executive,1.0,Average,4.0
Female,Yes,47.0,No,Homemaker,3.0,High,3.0
Male,Yes,,,Marketing,1.0,Average,
,No,33.0,Yes,,9.0,Low,2.0
,Yes,45.0,,Artist,3.0,,1.0
Male,No,27.0,,Healthcare,,Low,3.0
Female,Yes,38.0,Yes,Engineer,0.0,Low,
Female,No,,No,Engineer,0.0,Low,3.0
Male,No,87.0,No,,,Low,
Male,No,,Yes,,0.0,Low,3.0
,Yes,,,Entertainment,0.0,Average,7.0
,Yes,63.0,Yes,Artist,,Low,2.0
Male,No,,,Doctor,9.0,,3.0
,Yes,68.0,,Executive,0.0,,2.0
Female,Yes,,No,,,,2.0
,Yes,,,Doctor,0.0,Low,2.0
Female,No,25.0,No,Engineer,,Low,6.0
,No,29.0,,Engineer,0.0,,
,No,32.0,Yes,Healthcare,,,
Female,Yes,,No,Engineer,,,1.0
,Yes,86.0,,Lawyer,,High,2.0
Male,Yes,49.0,,Artist,0.0,Low,3.0
