alcohol,density,volatile acidity,free sulfur dioxide,qualitywhite
12.4,0.99037,0.29,25.0,7
11.3,0.99304,0.35,28.0,5
12.0,0.99026,0.12,36.0,6
11.7,0.98986,0.12,37.0,6
10.0,0.99471,0.2,17.0,5
13.2,0.98951,0.4,26.0,7
11.0,0.99634,0.11,41.0,7
11.0,0.99368,0.23,30.0,6
9.2,0.99792,0.38,14.0,5
13.0,0.99026,0.38,38.0,7
10.6,0.99362,0.19,38.0,5
13.0,0.98919,0.34,31.0,8
9.0,0.99835,0.23,33.0,6
9.0,0.99835,0.23,33.0,6
11.5,0.99038,0.31,52.0,5
11.0,0.99104,0.2,17.0,6
11.5,0.99038,0.31,52.0,5
9.9,0.99286,0.26,10.0,5
10.4,0.99296,0.22,31.0,6
9.0,0.99835,0.23,33.0,6
9.9,0.9954,0.19,50.0,6
11.0,0.9914,0.14,71.0,6
12.1,0.99286,0.32,34.0,6
9.7,0.99604,0.23,45.0,6
9.7,0.99604,0.23,45.0,6
12.2,0.99119,0.36,39.0,7
12.4,0.99007,0.38,31.0,7
10.5,0.99507,0.23,30.0,7
10.4,0.99596,0.2,29.0,6
12.0,0.99011,0.26,48.0,6
12.7,0.99184,0.3,4.0,6
10.9,0.99469,0.18,29.0,7
10.9,0.99469,0.18,29.0,7
10.9,0.99406,0.18,29.0,7
11.4,0.99305,0.19,17.0,7
11.0,0.99096,0.16,74.0,6
12.6,0.98956,0.27,58.0,7
11.6,0.9921,0.37,45.0,7
10.5,0.99496,0.2,29.0,7
10.9,0.99406,0.18,29.0,7
10.9,0.99406,0.18,29.0,7
12.5,0.9888,0.28,42.0,6
12.1,0.98942,0.35,32.0,8
11.3,0.99082,0.25,35.0,6
13.3,0.98802,0.32,18.0,7
10.9,0.99406,0.18,29.0,7
10.9,0.99469,0.18,29.0,7
10.5,0.99496,0.2,29.0,7
11.6,0.9921,0.37,45.0,7
11.4,0.99305,0.19,17.0,7
11.0,0.99074,0.18,26.0,6
12.1,0.98968,0.3,40.0,6
11.0,0.99096,0.16,74.0,6
12.6,0.98956,0.27,58.0,7
13.0,0.9887,0.3,54.0,7
8.8,0.99941,0.2,50.0,6
9.5,0.99388,0.25,30.5,5
11.8,0.99206,0.22,30.0,6
12.2,0.99035,0.25,29.0,6
10.7,0.99581,0.13,36.0,6
11.0,0.9976,0.45,12.0,6
11.4,0.99362,0.32,14.0,6
10.7,0.99581,0.13,36.0,6
12.0,0.99016,0.34,57.0,6
11.9,0.99176,0.22,33.0,8
11.4,0.99362,0.32,14.0,6
11.8,0.99439,0.32,3.0,6
10.6,0.99458,0.27,6.0,4
9.7,0.99418,0.74,24.0,5
11.0,0.9976,0.45,12.0,6
10.7,0.99581,0.13,36.0,6
11.0,0.99178,0.22,69.0,7
10.5,0.99456,0.22,17.0,6
10.4,0.99578,0.32,44.0,5
10.5,0.99546,0.18,21.0,6
12.0,0.99518,0.47,22.0,8
12.0,0.99518,0.47,22.0,8
9.2,0.99646,0.19,33.0,6
10.9,0.99264,0.14,15.0,5
9.5,0.99578,0.24,50.0,6
9.4,0.99604,0.25,36.0,6
11.3,0.99014,0.24,31.0,7
10.4,0.99489,0.29,26.0,5
9.4,0.99884,0.33,57.0,6
11.3,0.99054,0.23,43.0,6
8.8,0.99782,0.27,59.0,6
10.8,0.99519,0.2,58.0,5
9.4,0.99882,0.33,58.0,6
9.4,0.99884,0.33,57.0,6
9.2,0.9931,0.21,46.0,6
10.3,0.99666,0.27,15.0,6
9.9,0.99324,0.12,21.0,6
12.4,0.99086,0.24,38.0,6
11.9,0.9908,0.18,42.0,5
11.7,0.99067,0.17,33.0,6
9.4,0.99711,0.33,49.0,5
9.6,0.99452,255.0,138.5,4
9.4,0.99711,0.33,49.0,5
10.4,0.9945,0.2,78.0,7
9.5,0.99427,0.17,26.0,5
11.9,0.99152,0.15,7.0,6
12.5,0.98935,0.25,36.0,6
13.4,0.98876,0.28,6.0,5
12.7,0.99174,0.27,27.0,5
9.1,0.99572,0.25,54.0,5
10.5,0.99184,0.19,23.0,6
10.4,0.99454,0.25,58.0,5
10.4,0.99454,0.25,58.0,5
12.5,0.99164,0.28,30.0,8
10.4,0.99454,0.25,58.0,5
9.0,0.99778,0.21,77.0,5
9.8,0.9975,0.15,54.0,6
9.0,0.99778,0.21,77.0,5
10.7,0.99205,0.28,29.0,4
12.4,0.98962,0.18,28.0,6
12.5,0.99118,0.53,6.0,8
12.5,0.99164,0.28,30.0,8
12.1,0.99274,0.36,20.0,7
11.3,0.99184,0.25,95.0,6
12.0,0.99052,0.24,48.0,5
10.4,0.99546,0.25,29.0,5
12.2,0.98972,0.15,23.0,7
8.6,0.9942,0.28,24.0,5
9.1,0.99572,0.25,54.0,5
12.1,0.99022,0.28,35.0,5
12.0,0.99253,0.35,9.0,5
10.5,0.99184,0.19,23.0,6
10.4,0.99454,0.25,58.0,5
11.9,0.9903,0.35,10.0,6
13.7,0.98906,0.31,28.0,7
11.3,0.99146,0.17,33.0,6
10.5,0.9951,0.23,24.0,6
13.7,0.98906,0.31,28.0,7
10.1,995.0,0.2,38.0,3
12.3,0.98876,0.37,12.0,6
12.0,0.98956,0.36,20.0,7
11.3,0.99146,0.17,33.0,6
9.5,0.99592,0.28,61.0,6
11.4,0.99129,0.27,28.0,6
11.9,0.99064,0.25,40.0,7
10.0,0.99368,0.24,3.0,6
10.0,0.99368,0.24,3.0,6
11.3,0.99121,0.13,19.0,7
11.7,0.99104,0.78,30.0,5
11.0,0.99221,0.33,44.0,7
12.2,0.98924,0.34,34.0,7
10.7,0.99176,0.14,57.0,7
10.9,0.99432,0.26,25.0,6
10.2,0.99366,0.29,18.0,6
11.9,0.99064,0.25,40.0,7
11.1,0.99178,0.21,20.0,5
11.2,0.99126,0.26,26.0,6
11.4,0.99129,0.27,28.0,6
10.6,0.99252,0.25,31.0,6
10.3,0.99709,0.35,33.0,5
10.4,0.99513,0.3,31.0,4
11.9,0.99045,0.24,19.0,6
11.9,0.99,0.23,41.0,7
10.4,0.99305,0.23,24.0,5
9.2,0.99888,0.24,22.0,6
11.3,0.99182,0.17,37.0,6
11.3,0.99182,0.17,37.0,6
11.0,0.9913,0.21,35.0,7
11.9,0.99,0.23,41.0,7
12.9,0.98836,0.28,47.0,7
10.8,0.9897,0.19,3.0,5
9.1,0.99586,0.25,53.0,6
10.4,0.99305,0.23,24.0,5
12.9,0.98892,0.18,31.0,6
12.2,0.99156,0.18,10.0,5
9.2,0.99888,0.24,22.0,6
10.3,0.99534,0.23,41.0,5
11.0,0.99322,0.17,47.0,7
11.0,0.99296,0.3,10.0,5
11.7,0.99098,0.24,31.0,6
12.0,0.98972,0.21,37.0,6
12.7,0.98964,0.33,30.0,6
8.8,0.99918,0.35,59.0,5
11.3,0.99182,0.17,37.0,6
12.8,0.99008,0.25,38.0,6
11.2,992.0,0.16,45.0,6
8.9,0.99851,0.39,51.0,6
11.2,0.99026,0.19,52.0,5
11.1,0.9906,0.25,42.0,6
10.8,0.99293,0.22,34.0,6
9.3,0.99658,0.19,33.0,6
8.9,0.99851,0.39,51.0,6
12.7,0.9911,0.33,9.0,7
12.0,0.9904,0.17,35.0,6
11.2,0.99026,0.19,52.0,5
8.8,0.99946,0.23,37.0,6
8.8,0.99946,0.23,37.0,6
8.8,0.99946,0.23,37.0,6
10.4,0.99568,0.32,45.0,6
8.8,0.99946,0.23,37.0,6
10.4,0.99568,0.32,45.0,6
14.0,0.9907,0.39,12.0,6
8.8,0.99946,0.23,37.0,6
13.1,0.99018,0.25,51.0,6
12.3,0.98994,0.29,30.0,6
12.6,0.99075,0.4,40.0,6
12.0,0.99212,0.39,38.0,7
9.5,0.99684,0.17,28.0,5
12.0,0.99212,0.39,38.0,7
12.7,0.99036,0.36,39.0,7
10.5,0.99456,0.19,30.0,6
12.9,0.98865,0.34,6.0,6
9.5,0.99684,0.17,28.0,5
12.0,0.99212,0.39,38.0,7
12.7,0.99036,0.36,39.0,7
11.9,0.99222,0.3,20.0,6
12.0,0.99022,0.68,32.0,6
12.5,0.99076,0.34,42.0,6
12.1,0.99144,0.28,36.0,7
12.5,0.98961,0.19,22.0,6
9.9,0.9936,0.16,28.0,6
10.7,0.99126,0.17,63.0,6
12.0,0.99044,0.2,24.0,6
12.2,0.99123,0.33,34.0,8
12.4,0.99123,0.33,39.0,8
12.4,0.9916,0.36,37.0,8
10.3,0.9959,0.21,55.0,6
12.0,0.99044,0.2,24.0,6
10.5,0.9931,0.41,44.0,5
9.5,0.99422,0.15,23.0,6
10.5,0.99194,0.2,31.0,4
12.3,0.98926,0.24,31.0,6
11.9,0.99306,0.16,38.0,6
9.8,0.99164,0.12,23.0,5
12.3,0.98926,0.24,31.0,6
11.4,0.98988,0.1,17.0,7
11.0,0.99268,0.21,49.0,6
10.8,0.99373,0.3,10.0,4
12.8,0.98939,0.18,42.0,7
11.0,0.99318,0.17,42.0,8
10.2,0.99196,0.19,42.0,5
12.5,0.98952,0.28,31.0,7
11.6,0.9911,0.24,49.0,6
11.9,0.99306,0.16,38.0,6
9.8,0.99164,0.12,23.0,5
11.0,0.99111,0.16,7.0,5
10.9,0.99321,0.21,36.0,6
11.0,0.99326,0.22,35.0,7
12.5,0.99124,0.34,47.0,6
11.0,0.99326,0.22,35.0,7
12.0,0.99214,0.21,40.0,7
12.4,0.9897,0.31,46.0,7
12.5,0.99124,0.34,47.0,6
12.8,0.98915,0.42,34.0,7
11.0,0.99326,0.22,35.0,7
9.1,0.99692,0.28,34.0,5
12.4,991.0,0.45,28.0,7
12.9,0.9913,0.29,22.0,7
10.9,0.99234,0.21,24.0,6
10.8,0.99402,0.25,39.0,5
10.6,0.99678,0.21,56.0,5
9.0,0.99458,0.33,29.0,5
12.0,0.99452,0.3,52.0,6
11.8,0.99033,0.24,23.0,5
10.6,0.9927,0.18,67.0,6
12.3,0.99002,335.0,17.0,6
11.5,0.99057,0.14,20.0,6
11.1,0.99127,0.13,48.0,5
9.0,0.99458,0.33,29.0,5
9.9,0.9927,0.29,8.0,4
12.8,0.98938,0.35,37.0,7
12.9,0.99001,0.38,19.0,5
12.9,0.99386,0.24,8.0,6
12.0,0.9899,0.16,41.0,6
12.0,0.99452,0.3,52.0,6
11.2,0.9913,0.15,57.0,6
13.3,0.98916,0.33,35.0,7
9.9,0.99276,0.2,38.0,6
9.5,0.99586,0.27,52.0,6
9.4,0.99556,0.27,58.0,6
11.0,0.99158,0.2,42.0,7
9.4,0.99548,0.13,60.0,6
11.5,0.99206,0.21,27.0,6
12.5,0.99412,0.31,6.0,5
11.9,0.99364,0.2,21.0,6
10.4,0.99338,0.25,22.0,6
11.2,0.9913,0.15,57.0,6
12.5,0.99123,0.22,44.0,6
11.0,0.99216,0.23,43.0,7
9.8,0.99328,0.27,37.0,5
12.3,0.99031,0.34,29.0,7
11.0,0.9908,0.16,29.0,6
12.6,0.98871,0.3,19.0,7
11.6,0.99119,0.29,42.0,6
12.3,0.99031,0.34,29.0,7
13.4,0.99146,0.21,20.0,7
9.8,0.99328,0.27,37.0,5
11.5,0.99245,0.22,39.0,6
11.6,0.99116,0.27,46.0,6
11.1,0.9921,0.25,41.0,7
11.0,0.99216,0.23,43.0,7
11.3,0.99162,0.13,52.0,6
9.9,0.99632,0.24,64.0,6
12.6,0.99082,0.26,31.0,8
11.8,0.9905,0.3,37.0,8
11.4,0.99177,0.38,54.0,5
9.2,0.9986,0.19,39.0,6
9.2,0.9986,0.19,39.0,6
9.2,0.9986,0.19,39.0,6
9.2,0.9986,0.19,39.0,6
9.2,0.9986,0.19,39.0,6
9.2,0.9986,0.19,39.0,6
13.0,0.98923,0.32,24.0,5
9.3,1.00014,0.19,32.0,7
12.6,0.99026,0.26,36.0,8
9.6,0.99358,0.24,60.0,6
8.0,0.99688,215.0,64.0,3
11.8,0.99407,0.24,34.0,6
10.2,0.99226,0.23,39.0,6
12.7,0.99097,0.33,26.0,6
9.4,0.9976,0.38,42.0,5
10.2,0.99166,0.15,21.0,5
12.0,0.99184,0.32,27.0,7
11.3,0.99135,0.22,29.0,7
11.8,0.99074,0.23,40.0,7
10.9,0.99193,0.22,40.0,5
9.8,0.99226,0.48,32.0,4
12.2,0.99142,0.23,29.0,8
11.1,0.99091,0.16,21.0,7
9.4,0.9976,0.38,42.0,5
11.4,0.99134,0.16,23.0,6
10.2,0.99166,0.15,21.0,5
12.8,0.98964,0.32,20.0,6
10.1,0.99229,0.12,43.0,7
9.4,0.99396,0.2,35.0,6
12.2,0.99148,0.34,38.0,6
10.9,0.9913,0.21,40.0,7
10.9,0.99126,0.23,40.0,7
10.9,0.9913,0.21,40.0,7
9.4,0.99396,0.2,35.0,6
9.4,0.99562,0.28,60.0,5
11.4,0.99128,0.25,10.0,5
12.9,0.98896,0.12,21.0,8
9.4,0.99558,0.28,59.0,5
12.0,0.98961,0.17,29.0,7
10.1,0.99338,0.25,19.0,6
9.4,0.99558,0.28,59.0,5
9.4,0.99562,0.28,60.0,5
9.2,0.99572,0.25,54.0,5
11.8,0.99056,0.24,43.0,6
12.3,0.99146,0.32,31.0,7
11.4,0.99128,0.25,10.0,5
12.9,0.98896,0.12,21.0,8
12.3,0.99172,0.24,26.0,6
13.5,0.99012,0.22,36.0,7
12.8,0.98912,0.32,41.0,7
12.8,0.98902,0.19,33.0,7
12.8,0.98912,0.32,41.0,7
11.0,0.99395,0.24,124.0,3
10.6,0.99539,0.35,19.0,6
12.4,0.99129,0.46,35.0,7
12.9,0.98956,0.3,33.0,7
11.1,0.9916,0.19,67.0,7
12.9,0.98889,0.24,36.0,7
11.8,0.99012,145.0,14.0,7
9.1,0.99833,435.0,66.0,6
12.7,0.98853,0.18,19.0,7
12.0,0.98942,0.18,31.0,6
11.2,0.99266,0.32,32.0,6
12.4,0.98962,0.16,26.0,7
10.4,0.99168,0.21,48.0,5
10.4,0.9968,0.29,29.0,5
12.7,0.98934,0.26,15.0,6
12.5,0.98995,0.26,30.0,7
12.0,991.0,0.17,15.0,6
11.6,0.99152,0.17,13.0,6
12.6,0.99048,0.25,42.0,7
10.2,0.99204,0.17,62.0,5
10.4,0.99202,0.17,11.0,7
11.5,0.9906,0.24,18.0,5
11.0,0.99091,0.21,36.0,6
10.1,0.99472,0.23,45.0,6
10.5,0.99452,0.23,47.0,6
12.1,0.99177,0.22,29.0,7
9.9,0.9934,165.0,42.0,6
11.4,0.99082,425.0,23.0,6
9.5,0.99784,0.38,52.0,6
9.5,0.99784,0.38,52.0,6
9.5,0.99784,0.38,52.0,6
10.9,0.99665,0.27,6.0,6
9.5,0.99422,0.17,23.0,6
12.6,0.98999,0.3,19.0,6
9.5,0.99422,0.17,23.0,6
11.1,0.99254,0.26,34.0,5
9.5,0.99782,0.36,51.0,7
9.5,0.99784,0.38,52.0,6
10.6,0.9952,0.18,64.0,6
10.6,0.99519,0.18,64.0,6
10.8,0.99384,0.16,43.0,6
10.9,0.99665,0.27,6.0,6
9.9,0.99596,0.17,26.0,6
11.3,0.9935,0.22,41.0,6
12.6,0.98862,0.22,47.0,6
12.5,0.99151,0.36,29.0,6
12.4,0.9922,0.43,31.0,6
11.8,0.99426,0.2,29.0,7
12.2,0.99168,0.32,26.0,6
10.7,0.99556,0.2,54.0,6
11.3,0.99356,0.22,25.0,7
12.5,0.99151,0.36,29.0,6
12.4,0.9922,0.43,31.0,6
11.3,0.99072,0.18,12.0,7
9.9,0.99596,0.17,26.0,6
11.3,0.9935,0.22,41.0,6
12.6,0.98862,0.22,47.0,6
11.5,0.98954,0.2,38.0,6
12.3,0.99076,0.2,26.0,7
12.2,0.9889,0.3,31.0,6
13.2,0.98794,0.29,30.0,6
10.2,0.99207,0.18,53.0,6
11.5,0.99355,0.22,32.0,7
13.2,0.98794,0.29,30.0,6
12.2,0.9889,0.3,31.0,6
11.0,0.99336,0.15,51.0,6
13.2,0.98882,0.28,49.0,7
9.5,0.99341,0.19,57.0,5
10.2,997.0,0.22,38.0,6
10.2,0.99207,0.18,53.0,6
11.4,0.99174,0.4,51.0,6
12.5,0.99042,0.28,56.0,8
9.2,0.9984,0.36,87.0,5
12.1,0.99111,0.28,29.0,7
10.7,0.9933,0.19,51.0,7
12.1,0.99111,0.28,29.0,7
11.2,0.99316,0.22,50.0,6
10.6,0.9946,0.23,42.0,6
11.8,0.99,0.32,34.0,6
12.5,0.99042,0.28,56.0,8
9.2,0.9984,0.36,87.0,5
12.6,0.99016,0.39,22.0,6
12.8,0.99381,0.24,11.0,7
12.3,0.99144,0.29,35.0,6
12.3,0.99139,0.28,37.0,8
12.4,0.9919,0.38,35.0,6
12.3,0.99192,0.28,35.0,6
9.1,0.99576,0.25,52.0,5
9.1,0.9958,0.26,48.0,5
10.6,0.9951,0.29,43.0,6
10.3,0.99304,0.19,44.0,6
9.5,0.99657,0.33,52.0,5
11.1,0.99268,0.32,25.0,6
10.8,0.99392,0.46,18.0,6
11.2,0.99242,0.19,34.0,5
10.8,0.99392,0.46,18.0,6
11.4,0.9925,0.27,52.0,5
11.2,0.99092,0.18,9.0,6
10.2,0.99137,0.15,14.0,6
11.1,0.99268,0.32,25.0,6
9.5,0.99657,0.33,52.0,5
10.2,0.99642,0.32,63.0,6
11.0,0.9916,0.23,24.0,3
11.5,0.99458,0.3,32.0,7
9.8,0.99373,0.14,37.0,6
10.1,0.99586,0.24,56.0,6
8.8,0.99942,0.21,31.0,6
11.5,0.99458,0.3,32.0,7
12.7,0.9895,0.3,50.0,7
9.8,0.9963,0.37,34.0,6
12.9,0.9892,0.64,18.0,4
9.8,0.9963,0.37,34.0,6
12.7,0.9895,0.3,50.0,7
8.5,1.00196,0.28,30.0,5
12.7,0.99036,0.29,28.0,8
13.1,989.0,0.28,22.0,8
9.1,0.99947,0.18,48.0,5
12.5,0.9916,0.32,18.0,6
9.1,0.99945,0.17,47.0,6
9.1,0.99945,0.17,47.0,6
11.2,0.99375,0.24,63.0,6
12.5,0.9916,0.32,18.0,6
9.1,0.99947,0.18,48.0,5
9.1,0.99945,0.17,47.0,6
9.1,0.99946,0.18,45.0,6
11.5,0.99153,0.29,41.0,5
12.9,0.98834,255.0,30.0,7
12.5,0.99138,0.34,19.0,6
12.3,0.98928,0.24,26.0,6
11.4,0.99246,0.24,20.0,6
9.4,0.99576,0.4,24.0,5
9.1,0.99956,0.3,65.0,5
9.4,0.99576,0.4,24.0,5
12.0,0.99026,0.17,35.0,5
11.1,0.99174,0.25,31.0,5
11.8,0.99058,0.27,14.0,7
11.4,0.9905,0.16,36.0,6
9.1,0.99956,0.3,65.0,5
12.1,0.99192,0.15,59.0,8
10.4,0.99554,0.34,34.0,6
9.2,0.99536,0.17,33.0,6
13.0,0.99056,0.47,29.0,7
12.1,0.99192,0.15,59.0,8
11.5,0.99112,0.21,43.0,7
11.5,0.99112,0.21,43.0,7
10.0,0.99616,0.24,13.0,5
11.1,0.99266,0.34,23.0,6
12.4,0.98918,0.54,40.0,5
12.2,0.98926,0.23,29.0,6
10.6,0.99114,0.39,60.0,5
11.1,0.9912,105.0,55.0,7
13.9,0.98936,0.32,17.0,7
9.2,0.9983,0.22,68.0,6
10.5,0.99532,0.19,41.0,6
11.3,0.99189,0.24,105.0,8
12.9,0.99,0.17,38.0,6
12.9,0.98914,0.3,40.0,7
9.6,0.99537,0.29,52.0,5
12.9,0.99,0.19,41.0,6
12.9,0.99,0.17,38.0,6
8.8,0.99742,0.24,54.0,5
13.2,0.98884,0.16,27.0,8
9.2,0.9983,0.22,68.0,6
11.3,0.99189,0.24,105.0,8
10.5,0.99532,0.19,41.0,6
10.5,0.99284,0.16,24.0,6
12.6,0.99026,0.3,37.0,8
9.5,0.99297,0.22,36.0,6
9.8,0.99711,0.36,22.0,6
13.4,0.98934,0.37,19.0,8
11.8,0.9913,0.31,39.0,7
9.8,0.99711,0.36,22.0,6
13.1,0.98964,0.32,34.0,7
12.6,0.99026,0.3,37.0,8
10.4,992.0,0.22,36.0,5
13.4,0.98944,0.45,20.0,8
13.0,0.99031,0.36,14.0,7
13.4,0.98934,0.37,19.0,8
10.2,0.99393,0.21,39.0,7
11.7,0.9904,0.28,16.0,6
9.5,0.99297,0.22,36.0,6
11.7,0.99088,0.2,25.0,6
11.4,0.99254,0.28,7.0,8
11.8,0.9913,0.31,39.0,7
11.2,0.99158,0.2,24.0,6
13.0,0.99408,0.28,31.0,7
13.0,0.99408,0.28,31.0,7
10.9,0.99473,0.24,42.0,6
11.6,0.98998,0.22,38.0,7
11.3,0.99146,0.24,61.0,7
12.0,0.99742,0.43,42.0,6
10.5,0.99273,0.3,18.0,6
13.1,0.98922,0.33,30.0,7
13.0,0.99408,0.28,31.0,7
10.9,0.99473,0.24,42.0,6
9.1,0.99869,0.29,30.0,5
13.4,0.9896,0.33,21.0,7
11.5,0.99108,0.16,29.0,7
11.2,0.99134,0.2,26.0,7
10.9,0.99385,0.33,21.0,6
13.5,0.98936,0.36,35.0,7
9.1,0.99869,0.29,30.0,5
9.9,0.99606,0.26,66.0,6
10.5,0.99508,0.22,75.0,6
11.7,0.99038,0.19,22.0,7
11.0,0.99158,0.21,30.0,6
13.0,0.9932,0.35,13.0,6
13.6,0.99164,0.38,28.0,6
12.3,0.98987,0.19,22.0,7
13.3,0.98947,0.33,61.0,7
13.7,0.98819,0.29,38.0,7
11.1,0.99133,0.2,26.0,5
13.4,0.99143,0.33,46.0,7
9.1,0.99571,0.23,101.0,5
11.3,0.99139,0.23,61.0,7
9.4,0.99537,0.32,55.0,5
9.1,0.99571,0.23,101.0,5
11.6,0.99186,0.36,40.0,6
11.6,0.99186,0.36,40.0,6
12.4,0.98984,0.27,29.0,6
9.8,0.9963,0.23,65.0,6
11.1,0.99312,0.75,19.0,4
13.1,0.9897,0.35,28.0,7
9.7,0.9955,0.31,45.0,5
9.2,0.99528,0.28,49.0,5
11.7,0.99279,0.23,17.0,6
10.6,0.99704,0.22,50.0,6
9.7,0.9955,0.31,45.0,5
9.2,0.99528,0.28,49.0,5
10.9,0.9914,0.24,30.0,6
10.1,0.99224,0.27,28.0,5
12.2,0.99074,0.28,54.0,7
12.7,0.98892,0.27,27.0,6
13.0,0.98959,0.28,27.0,6
11.2,0.99212,0.26,43.0,6
9.4,0.99576,0.23,46.0,6
11.0,0.9919,0.33,49.0,6
11.0,0.9919,0.33,49.0,6
9.2,1.00037,0.2,69.0,6
9.4,0.99576,0.23,46.0,6
9.2,1.00037,0.2,69.0,6
12.3,992.0,0.47,24.0,6
11.0,0.9919,0.33,49.0,6
10.0,0.99218,0.14,48.0,6
9.0,0.99855,0.22,39.0,6
9.0,0.99855,0.22,39.0,6
9.0,0.99855,0.22,39.0,6
11.1,0.99062,0.2,49.0,6
9.9,0.99362,0.14,27.0,6
12.2,0.99324,0.21,17.0,7
11.1,0.99062,0.2,49.0,6
9.0,0.99855,0.22,39.0,6
11.8,0.99098,0.34,5.0,4
12.9,0.99036,0.64,19.0,6
9.0,0.99398,0.48,23.0,5
12.4,0.9903,0.37,42.0,6
9.0,0.99398,0.48,23.0,5
12.9,0.99036,0.64,19.0,6
11.2,0.99406,0.25,15.0,6
12.6,0.9906,0.38,7.0,6
11.5,0.99089,0.26,20.0,6
11.3,0.99096,0.15,31.0,7
11.2,0.99406,0.25,15.0,6
11.5,0.99089,0.26,20.0,6
10.5,0.9936,655.0,8.0,4
12.6,0.9906,0.38,7.0,6
11.9,0.9911,0.31,20.0,6
10.1,0.99396,0.17,24.0,6
11.0,0.99089,0.18,32.0,7
10.6,0.9968,0.28,35.0,5
11.3,0.99138,0.23,39.0,7
11.2,0.99098,0.22,5.0,4
11.5,0.99238,0.25,14.0,7
11.1,0.99244,0.3,33.0,5
12.8,0.99176,0.26,19.0,7
12.3,0.98993,0.32,12.0,6
10.4,0.9929,0.24,15.0,6
11.5,0.99238,0.25,14.0,7
11.7,0.98988,0.24,42.0,7
10.7,992.0,0.28,52.0,7
9.5,0.99784,0.19,21.0,6
9.5,0.99784,0.19,21.0,6
9.5,0.99784,0.19,21.0,6
12.0,0.99006,0.19,37.0,7
10.8,0.99211,0.28,28.0,5
10.7,0.99202,0.28,52.0,7
10.7,992.0,0.28,52.0,7
10.7,0.99332,0.19,37.0,7
12.1,0.98958,0.16,40.0,7
11.9,0.98939,0.17,55.0,7
10.8,0.99492,0.19,54.0,6
12.3,0.99043,0.2,65.0,7
9.4,0.99787,0.39,49.0,6
9.9,0.99654,0.12,32.0,6
10.4,0.99304,295.0,29.0,7
10.4,0.9952,0.26,28.0,6
12.6,0.99165,0.32,37.0,7
12.5,0.9892,0.36,31.0,6
9.4,0.99628,0.35,35.0,5
9.2,0.99604,0.38,41.0,5
11.2,0.99164,0.14,30.0,6
9.2,998.0,0.16,27.0,6
9.2,998.0,0.16,27.0,6
9.4,0.99628,0.35,35.0,5
11.2,0.99164,0.14,30.0,6
10.8,0.99226,0.16,31.0,6
9.2,998.0,0.16,27.0,6
9.2,0.99604,0.38,41.0,5
12.5,0.98914,0.24,11.0,6
9.3,0.99794,0.32,66.0,5
11.4,0.99048,0.29,20.0,5
10.0,0.99726,0.27,48.0,7
10.6,1.00295,0.45,27.0,6
10.7,0.99278,0.2,108.0,7
10.0,0.99726,0.27,48.0,7
12.5,0.98914,0.24,11.0,6
10.6,1.00295,0.45,27.0,6
12.8,0.99054,0.36,12.0,7
9.3,0.99794,0.32,66.0,5
11.4,0.99048,0.29,20.0,5
9.5,0.99459,0.37,61.0,5
9.5,0.99459,0.38,57.0,6
9.5,0.9946,0.36,61.0,6
10.8,0.99362,0.3,21.0,6
10.8,0.99362,0.3,21.0,6
8.8,0.99966,0.21,34.0,6
10.8,0.99362,0.3,21.0,6
11.0,0.99442,0.31,57.0,7
12.4,0.98918,0.58,33.0,6
11.3,0.99089,0.26,12.0,7
11.2,0.99474,0.3,23.0,7
12.5,0.99008,0.29,34.0,7
10.0,0.99348,0.13,32.0,6
11.0,0.99283,0.19,42.0,6
10.5,0.99398,0.25,56.0,6
10.5,0.99398,0.25,56.0,6
11.0,0.99283,0.19,42.0,6
11.4,0.9908,0.24,30.0,7
11.3,0.99165,0.18,50.0,6
12.2,0.99076,0.33,10.0,7
12.6,0.98942,0.29,31.0,7
11.1,0.99244,0.31,30.0,5
12.3,0.99058,0.29,34.0,6
10.4,0.99255,0.19,6.0,4
8.8,0.99916,0.32,51.0,6
9.5,0.99306,85.0,17.0,6
8.8,0.99916,0.32,51.0,6
10.4,0.99498,0.18,17.0,6
13.0,0.99,0.52,27.0,7
12.2,0.99338,0.28,25.0,7
10.5,0.99456,0.15,49.0,8
10.8,0.9926,275.0,41.0,7
13.2,0.98856,0.53,34.0,8
13.0,0.98946,0.32,46.0,8
10.0,0.99346,0.22,26.0,6
10.4,0.99268,0.6,11.0,4
12.4,0.98944,0.26,59.0,6
12.9,0.98976,0.29,54.0,8
13.2,0.98856,0.53,34.0,8
10.5,0.99523,0.21,61.0,7
13.0,0.98946,0.32,46.0,8
11.2,0.99402,0.27,2.0,5
12.7,0.98916,0.37,41.0,7
9.4,0.99655,0.21,61.0,6
12.9,0.99071,0.3,29.0,7
13.0,0.98889,0.41,26.0,8
13.6,0.98742,0.3,25.0,7
9.1,0.99336,0.34,26.0,5
10.4,992.0,0.25,42.0,6
13.6,0.98742,0.3,25.0,7
12.2,0.99275,0.58,29.0,6
8.7,1.00044,0.23,19.0,5
10.5,0.99444,0.2,19.0,7
10.2,0.99742,0.15,79.5,6
12.5,0.99228,0.22,37.0,8
11.3,0.99058,0.16,39.0,7
10.2,0.99742,0.15,79.5,6
12.6,0.99164,0.31,33.0,7
10.2,0.99742,0.15,79.5,6
9.8,0.99438,0.3,27.0,5
10.8,0.99402,0.16,39.0,5
12.5,0.99128,0.21,41.0,6
12.5,0.99228,0.22,37.0,8
